Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level,AI_Adoption_Level,Number_of_AI_Tools_Used,AI_Usage_Hours_Per_Week,Tasks_Automated_Percentage,AI_Training_Hours,Layoff_Risk,AI_Adoption_Score,Job_Level_Score,Education_Score,Company_Size_Score,Layoff_Risk_Score,Automation_Exposure_Index,Human_Creative_Protection_Index,AI_Intensity_Index,Experience_Band,Age_Band,Risk_Binary
45,Bachelor's,3,Healthcare,Nurse,Small,Entry,30,77,66,Low,0,4,16,0,Low,0,0,1,0,0,9.323167469234885,71.5,4.444444444444445,0-3,41-50,Not_High
22,Master's,1,Finance,Accountant,Medium,Entry,19,75,62,Low,2,1,14,2,Low,0,0,2,1,0,10.487560192616373,68.5,7.777777777777778,0-3,21-30,Not_High
57,Master's,2,Finance,Auditor,Small,Senior,12,72,83,Low,2,4,11,8,Low,0,2,2,0,0,7.561530230069556,77.5,11.111111111111112,0-3,51-60,Not_High
39,High School,7,Finance,Accountant,Large,Entry,70,27,35,Medium,4,8,69,27,High,1,0,0,2,2,58.61556982343499,31.0,38.88888888888889,4-7,31-40,High
28,Bachelor's,7,Telecom,Operations Analyst,Small,Entry,62,24,22,Medium,5,7,60,20,High,1,0,1,0,2,56.20652755484217,23.0,41.111111111111114,4-7,21-30,High
60,Bachelor's,15,Retail,Store Manager,Small,Mid,84,15,65,Medium,5,14,50,28,High,1,1,1,0,2,59.945157838416264,40.0,48.88888888888889,8-15,51-60,High
49,High School,6,IT,ML Engineer,Small,Senior,34,53,70,Low,0,2,23,3,Low,0,2,0,0,0,12.479935794542534,61.5,2.2222222222222223,4-7,41-50,Not_High
41,High School,6,Finance,Financial Analyst,Medium,Senior,59,39,32,High,6,16,28,68,Medium,2,2,0,1,1,61.3249063670412,35.5,71.11111111111111,4-7,41-50,Not_High
32,Bachelor's,2,Education,Research Assistant,Medium,Senior,54,31,63,Low,2,5,43,1,Medium,0,2,1,1,1,29.05029427501338,47.0,12.222222222222223,0-3,31-40,Not_High
32,High School,9,Retail,Sales Associate,Large,Mid,40,60,74,Medium,3,11,18,19,Medium,1,1,0,2,1,32.86115569823435,67.0,38.88888888888889,8-15,31-40,Not_High
21,Bachelor's,0,Retail,Inventory Analyst,Large,Entry,59,43,78,Medium,2,14,27,16,High,1,0,1,2,2,38.54400749063671,60.5,38.888888888888886,0-3,21-30,High
24,High School,3,Logistics,Dispatcher,Small,Mid,31,74,44,Low,2,5,26,5,Medium,0,1,0,0,1,17.429775280898877,59.0,12.222222222222223,0-3,21-30,Not_High
53,High School,10,Healthcare,Medical Assistant,Medium,Mid,15,90,86,Low,0,5,10,0,Low,0,1,0,1,0,3.1734884965222045,88.0,5.555555555555555,8-15,51-60,Not_High
33,Bachelor's,7,Manufacturing,Operator,Small,Entry,85,15,20,High,6,21,73,61,High,2,0,1,0,2,81.70345104333869,17.5,76.66666666666666,4-7,31-40,High
41,Bachelor's,12,IT,Data Analyst,Small,Entry,37,69,55,Low,2,0,21,9,Low,0,0,1,0,0,17.810995184590688,62.0,6.666666666666667,8-15,41-50,Not_High
39,High School,3,Healthcare,Health Analyst,Medium,Entry,39,65,60,Low,2,3,30,2,Medium,0,0,0,1,1,20.93432316746923,62.5,10.000000000000002,0-3,31-40,Not_High
56,PhD,13,IT,Software Engineer,Medium,Senior,16,83,31,Low,0,5,11,7,Low,0,2,3,1,0,3.7520064205457464,57.0,5.555555555555555,8-15,51-60,Not_High
56,Bachelor's,8,Healthcare,Nurse,Small,Entry,49,47,69,Low,0,5,43,1,Medium,0,0,1,0,1,22.56219903691814,58.0,5.555555555555555,8-15,51-60,Not_High
44,Bachelor's,4,Manufacturing,Production Supervisor,Medium,Senior,57,32,71,Medium,3,7,45,6,Medium,1,2,1,1,1,45.50494917067951,51.5,34.44444444444445,4-7,41-50,Not_High
42,High School,7,Retail,Inventory Analyst,Large,Entry,11,88,52,Low,0,3,9,1,Medium,0,0,0,2,1,1.7021134296415195,70.0,3.3333333333333335,4-7,41-50,Not_High
44,High School,14,Finance,Auditor,Medium,Entry,54,54,27,Medium,5,5,45,26,High,1,0,0,1,2,49.612092027822364,40.5,38.88888888888889,8-15,41-50,High
49,High School,10,Finance,Accountant,Large,Entry,10,68,77,Low,1,0,5,6,Low,0,0,0,2,0,2.7808988764044944,72.5,3.3333333333333335,8-15,41-50,Not_High
41,Master's,7,Healthcare,Medical Assistant,Medium,Mid,77,25,28,Medium,4,6,69,14,High,1,1,2,1,2,60.698903156768324,26.5,36.66666666666667,4-7,41-50,High
56,Bachelor's,0,Retail,Store Manager,Small,Mid,16,79,78,Low,1,2,13,6,Low,0,1,1,0,0,6.813804173354734,78.5,5.555555555555556,0-3,51-60,Not_High
38,Bachelor's,11,Telecom,Operations Analyst,Medium,Entry,48,50,33,Low,2,3,43,1,High,0,0,1,1,2,27.264579989299094,41.5,10.000000000000002,8-15,31-40,High
56,Bachelor's,11,Manufacturing,Operator,Large,Mid,64,18,86,Low,2,1,57,9,High,0,1,1,2,2,35.95906902086677,52.0,7.777777777777778,8-15,51-60,High
58,Master's,5,Telecom,Operations Analyst,Large,Entry,13,80,61,Low,2,0,7,4,Low,0,0,2,2,0,6.735553772070626,70.5,6.666666666666667,4-7,51-60,Not_High
21,Bachelor's,0,Manufacturing,Production Supervisor,Medium,Mid,16,75,81,Low,2,2,9,6,Low,0,1,1,1,0,8.190208667736758,78.0,8.88888888888889,0-3,21-30,Not_High
46,Master's,13,Telecom,Support Specialist,Small,Senior,76,19,78,Medium,2,14,54,10,Medium,1,2,2,0,1,51.18780096308186,48.5,38.888888888888886,8-15,41-50,Not_High
32,PhD,3,Education,Research Assistant,Medium,Entry,30,58,37,Low,0,4,29,5,Low,0,0,3,1,0,12.974852862493314,47.5,4.444444444444445,0-3,31-40,Not_High
34,Bachelor's,12,Retail,Inventory Analyst,Small,Entry,67,28,39,Medium,4,6,47,29,High,1,0,1,0,2,51.542937399678976,33.5,36.66666666666667,8-15,31-40,High
28,Bachelor's,7,IT,ML Engineer,Large,Entry,50,57,91,Low,2,0,42,9,Medium,0,0,1,2,1,27.57891920813269,74.0,6.666666666666667,4-7,21-30,Not_High
37,High School,13,Manufacturing,Quality Engineer,Large,Mid,69,41,35,Medium,2,6,37,12,High,1,1,0,2,2,44.329186730872124,38.0,30.0,8-15,31-40,High
29,High School,8,Healthcare,Nurse,Medium,Entry,14,76,80,Low,1,1,13,5,Low,0,0,0,1,0,6.21856607811664,78.0,4.444444444444445,8-15,21-30,Not_High
55,High School,6,IT,Software Engineer,Medium,Entry,63,33,86,Medium,4,9,49,21,High,1,0,0,1,2,50.91425896201177,59.5,40.0,4-7,51-60,High
48,Bachelor's,18,Logistics,Warehouse Manager,Medium,Entry,48,39,39,Low,2,2,31,1,Medium,0,0,1,1,1,23.893793472445157,39.0,8.88888888888889,15+,41-50,Not_High
27,Bachelor's,6,IT,ML Engineer,Medium,Mid,10,74,69,Low,0,4,5,9,Low,0,1,1,1,0,0.2808988764044944,71.5,4.444444444444445,4-7,21-30,Not_High
25,High School,4,Telecom,Network Engineer,Small,Senior,60,42,30,Medium,3,7,33,19,Medium,1,2,0,0,1,43.02701979668272,36.0,34.44444444444445,4-7,21-30,Not_High
50,High School,16,Logistics,Supply Chain Analyst,Medium,Entry,90,16,24,Medium,5,6,69,23,High,1,0,0,1,2,67.06795077581594,20.0,40.0,15+,41-50,High
37,High School,11,Finance,Financial Analyst,Medium,Entry,53,58,20,Medium,5,11,25,6,High,1,0,0,1,2,43.696495452113425,39.0,45.55555555555556,8-15,31-40,High
60,Master's,6,Education,Research Assistant,Small,Entry,46,50,24,Low,0,3,43,8,Medium,0,0,2,0,1,21.669341894060995,37.0,3.3333333333333335,4-7,51-60,Not_High
56,Bachelor's,11,Finance,Auditor,Medium,Mid,30,67,39,Low,0,4,23,9,Low,0,1,1,1,0,11.289459604066346,53.0,4.444444444444445,8-15,51-60,Not_High
24,Master's,1,Manufacturing,Operator,Medium,Mid,46,59,31,Medium,2,11,27,12,Medium,1,1,2,1,1,34.67495987158908,45.0,35.55555555555556,0-3,21-30,Not_High
25,High School,4,Education,Academic Coordinator,Small,Mid,92,28,56,Medium,4,10,89,8,High,1,1,0,0,2,70.78116639914393,42.0,41.111111111111114,4-7,21-30,High
36,Bachelor's,14,Education,Research Assistant,Medium,Mid,69,22,79,Medium,4,9,60,29,Medium,1,1,1,1,1,55.78986088817549,50.5,40.0,8-15,31-40,Not_High
51,Bachelor's,7,Logistics,Warehouse Manager,Medium,Mid,68,11,59,Medium,4,11,36,5,High,1,1,1,1,2,48.75066880684859,35.0,42.22222222222222,4-7,51-60,High
54,Bachelor's,10,Logistics,Warehouse Manager,Medium,Entry,50,48,30,Low,0,1,42,0,High,0,0,1,1,2,22.578919208132692,39.0,1.1111111111111112,8-15,51-60,High
42,Bachelor's,8,Logistics,Warehouse Manager,Medium,Entry,54,53,50,Medium,2,7,25,23,Medium,1,0,1,1,1,36.494114499732476,51.5,31.11111111111111,8-15,41-50,Not_High
39,Master's,9,Retail,Store Manager,Medium,Mid,75,27,72,High,9,17,41,61,Medium,2,1,2,1,1,77.23849652220439,49.5,82.22222222222223,8-15,31-40,Not_High
27,Bachelor's,6,Healthcare,Nurse,Medium,Entry,62,34,68,Medium,4,11,52,29,Medium,1,0,1,1,1,51.459336543606206,51.0,42.22222222222222,4-7,21-30,Not_High
36,Bachelor's,2,Education,Academic Coordinator,Small,Entry,72,34,76,Medium,4,11,63,11,High,1,0,1,0,2,57.52541466024612,55.0,42.22222222222222,0-3,31-40,High
36,Master's,11,Logistics,Warehouse Manager,Large,Mid,30,76,58,Low,2,4,27,6,Low,0,1,2,2,0,17.413055109684322,67.0,11.111111111111112,8-15,31-40,Not_High
50,Master's,2,Education,Academic Coordinator,Small,Entry,32,70,51,Low,0,5,30,2,Low,0,0,2,0,0,13.850989834135902,60.5,5.555555555555555,0-3,41-50,Not_High
45,Master's,0,Logistics,Warehouse Manager,Medium,Mid,81,21,21,High,5,29,41,71,High,2,1,2,1,2,69.02421080791868,21.0,82.22222222222223,0-3,41-50,High
39,Bachelor's,6,Logistics,Supply Chain Analyst,Medium,Mid,29,84,85,Low,1,5,18,9,Low,0,1,1,1,0,12.087346174424827,84.5,8.88888888888889,4-7,31-40,Not_High
36,Master's,7,Healthcare,Health Analyst,Large,Entry,18,84,90,Low,2,0,15,0,Low,0,0,2,2,0,10.47084002140182,87.0,6.666666666666667,4-7,31-40,Not_High
36,High School,8,Telecom,Support Specialist,Medium,Entry,56,52,33,Medium,2,7,45,28,High,1,0,0,1,2,42.70733012306046,42.5,31.11111111111111,8-15,31-40,High
29,Bachelor's,4,IT,Software Engineer,Small,Senior,19,68,66,Low,0,1,16,6,Low,0,2,1,0,0,6.049357945425362,67.0,1.1111111111111112,4-7,21-30,Not_High
25,Bachelor's,4,Education,Academic Coordinator,Medium,Mid,45,54,48,Low,0,3,40,7,Low,0,1,1,1,0,20.529026217228463,51.0,3.3333333333333335,4-7,21-30,Not_High
37,Bachelor's,10,Healthcare,Medical Assistant,Medium,Entry,59,42,50,Medium,2,9,34,15,Medium,1,0,1,1,1,40.510299625468164,46.0,33.33333333333333,8-15,31-40,Not_High
34,Bachelor's,13,Education,Teacher,Small,Entry,76,30,66,Medium,5,13,46,23,Medium,1,0,1,0,1,56.4406099518459,48.0,47.77777777777778,8-15,31-40,Not_High
25,Master's,3,Telecom,Operations Analyst,Large,Entry,32,65,40,Low,2,4,15,1,Low,0,0,2,2,0,14.637506688068486,52.5,11.111111111111112,0-3,21-30,Not_High
30,High School,6,Healthcare,Nurse,Large,Entry,80,34,87,Medium,4,12,69,13,High,1,0,0,2,2,61.59176029962546,60.5,43.333333333333336,4-7,21-30,High
49,Bachelor's,6,Healthcare,Nurse,Medium,Entry,77,30,91,Medium,4,6,74,16,High,1,0,1,1,2,62.103397538790794,60.5,36.66666666666667,4-7,41-50,High
36,Bachelor's,0,Finance,Accountant,Small,Entry,28,66,76,Low,0,3,23,5,Medium,0,0,1,0,1,10.69422150882825,71.0,3.3333333333333335,0-3,31-40,Not_High
26,Bachelor's,4,Telecom,Support Specialist,Medium,Entry,82,41,27,Medium,3,12,80,25,High,1,0,1,1,2,62.776886035313,34.0,40.00000000000001,4-7,21-30,High
56,Bachelor's,7,Healthcare,Medical Assistant,Small,Senior,82,17,85,Low,0,2,56,5,Medium,0,2,1,0,1,36.03531300160513,51.0,2.2222222222222223,4-7,51-60,Not_High
38,Master's,3,Education,Teacher,Small,Mid,37,77,69,Low,0,2,17,3,Low,0,1,2,0,0,11.687399678972712,73.0,2.2222222222222223,0-3,31-40,Not_High
54,Bachelor's,7,IT,Data Analyst,Large,Mid,41,60,25,Low,1,2,40,6,Medium,0,1,1,2,1,21.838550026752273,42.5,5.555555555555556,4-7,51-60,Not_High
24,Master's,3,Telecom,Network Engineer,Small,Senior,62,29,87,Medium,5,8,46,23,Low,1,2,2,0,0,52.27394328517925,58.0,42.22222222222222,0-3,21-30,Not_High
59,High School,5,Manufacturing,Operator,Large,Mid,10,99,76,Low,1,2,9,6,Low,0,1,0,2,0,3.904494382022472,87.5,5.555555555555556,4-7,51-60,Not_High
40,Bachelor's,3,Manufacturing,Production Supervisor,Small,Mid,56,33,88,Medium,4,11,39,29,Medium,1,1,1,0,1,46.021936864633496,60.5,42.22222222222222,0-3,31-40,Not_High
34,Bachelor's,3,Retail,Sales Associate,Small,Mid,52,37,47,Low,2,2,29,0,Medium,0,1,1,0,1,24.52247191011236,42.0,8.88888888888889,0-3,31-40,Not_High
21,Bachelor's,0,Logistics,Warehouse Manager,Medium,Entry,48,65,29,Low,2,2,24,1,High,0,0,1,1,2,21.9275013376137,47.0,8.88888888888889,0-3,21-30,High
51,Bachelor's,15,Telecom,Network Engineer,Small,Entry,12,84,86,Low,0,4,6,5,Low,0,0,1,0,0,1.157035848047084,85.0,4.444444444444445,8-15,51-60,Not_High
22,Bachelor's,1,Logistics,Dispatcher,Medium,Senior,41,51,28,Low,2,4,37,5,Medium,0,2,1,1,1,23.49585339753879,39.5,11.111111111111112,0-3,21-30,Not_High
23,High School,2,IT,Data Analyst,Small,Mid,67,30,56,Medium,5,7,44,21,High,1,1,0,0,2,53.20024077046549,43.0,41.111111111111114,0-3,21-30,High
59,Bachelor's,5,Finance,Accountant,Small,Entry,58,47,20,Low,2,3,32,4,High,0,0,1,0,2,27.150882825040128,33.5,10.000000000000002,4-7,51-60,High
21,Master's,0,Education,Research Assistant,Small,Senior,60,44,49,Medium,4,11,34,26,Low,1,2,2,0,0,45.80791867308721,46.5,42.22222222222222,0-3,21-30,Not_High
24,High School,3,Logistics,Dispatcher,Small,Mid,93,20,48,High,8,19,87,46,High,2,1,0,0,2,93.016987693954,34.0,81.11111111111113,0-3,21-30,High
26,Bachelor's,2,Manufacturing,Production Supervisor,Medium,Entry,10,66,61,Low,1,5,7,7,Medium,0,0,1,1,1,3.342696629213483,63.5,8.88888888888889,0-3,21-30,Not_High
49,Bachelor's,0,Retail,Inventory Analyst,Small,Mid,35,69,60,Low,2,4,33,8,Medium,0,1,1,0,1,20.586543606206526,64.5,11.111111111111112,0-3,41-50,Not_High
54,Master's,13,Logistics,Supply Chain Analyst,Small,Entry,30,75,34,Low,2,4,22,8,Medium,0,0,2,0,1,16.008560727661852,54.5,11.111111111111112,8-15,51-60,Not_High
44,Bachelor's,9,Telecom,Support Specialist,Large,Entry,65,29,70,Low,2,2,34,1,High,0,0,1,2,2,29.79601391118245,49.5,8.88888888888889,8-15,41-50,High
49,PhD,9,IT,Data Analyst,Large,Entry,76,18,64,Medium,5,5,75,11,High,1,0,3,2,2,64.58667736757624,41.0,38.88888888888889,8-15,41-50,High
24,Bachelor's,3,Healthcare,Medical Assistant,Small,Senior,81,21,92,Medium,3,6,52,24,Medium,1,2,1,0,1,54.61409844836811,56.5,33.33333333333333,0-3,21-30,Not_High
47,Bachelor's,2,Manufacturing,Operator,Medium,Mid,67,11,52,Low,0,5,63,8,High,0,1,1,1,2,33.53731942215088,31.5,5.555555555555555,0-3,41-50,High
49,High School,5,Telecom,Operations Analyst,Large,Mid,29,74,48,Low,0,2,28,8,Medium,0,1,0,2,1,12.396334938469769,61.0,2.2222222222222223,4-7,41-50,Not_High
59,Bachelor's,14,Finance,Auditor,Large,Mid,22,62,31,Low,1,4,12,5,Low,0,1,1,2,0,8.318619582664526,46.5,7.777777777777778,8-15,51-60,Not_High
50,Master's,8,Healthcare,Health Analyst,Medium,Entry,21,79,38,Low,1,5,16,0,Low,0,0,2,1,0,9.144596040663455,58.5,8.88888888888889,8-15,41-50,Not_High
25,Bachelor's,4,Manufacturing,Quality Engineer,Large,Entry,27,71,22,Low,1,4,19,0,Medium,0,0,1,2,1,11.773006955591224,46.5,7.777777777777778,4-7,21-30,Not_High
49,Master's,10,Education,Research Assistant,Large,Mid,58,35,46,Medium,2,10,26,5,Low,1,1,2,2,0,37.96548956661316,40.5,34.444444444444436,8-15,41-50,Not_High
41,Master's,5,Healthcare,Medical Assistant,Small,Mid,10,87,59,Low,2,1,4,8,Low,0,1,2,0,0,5.0,73.0,7.777777777777778,4-7,41-50,Not_High
53,Master's,13,Logistics,Supply Chain Analyst,Large,Senior,65,21,47,Medium,5,5,29,7,Medium,1,2,2,2,1,48.39151952915998,34.0,38.88888888888889,8-15,51-60,Not_High
29,Master's,1,IT,Data Analyst,Small,Mid,52,64,36,Low,1,0,23,5,Medium,0,1,2,0,1,20.337078651685392,50.0,3.3333333333333335,0-3,21-30,Not_High
30,Bachelor's,6,Education,Academic Coordinator,Small,Entry,20,99,47,Low,1,4,18,4,Low,0,0,1,0,0,9.408774745853396,73.0,7.777777777777778,4-7,21-30,Not_High
38,Master's,4,Retail,Store Manager,Medium,Mid,42,55,87,Low,0,0,22,2,Low,0,1,2,1,0,14.579989299090423,71.0,0.0,4-7,31-40,Not_High
33,Master's,4,Education,Research Assistant,Large,Entry,44,49,42,Medium,3,14,40,29,Medium,1,0,2,2,1,40.23140716960942,45.5,42.22222222222222,4-7,31-40,Not_High
56,PhD,9,Retail,Sales Associate,Large,Entry,30,75,43,Low,1,0,21,3,Low,0,0,3,2,0,13.227661851257356,59.0,3.3333333333333335,8-15,51-60,Not_High
28,High School,4,Logistics,Warehouse Manager,Large,Mid,91,6,52,Medium,2,8,51,13,High,1,1,0,2,2,54.80939004815409,29.0,32.22222222222222,4-7,21-30,High
30,Master's,9,Education,Research Assistant,Large,Mid,47,39,84,Low,2,4,35,9,Low,0,1,2,2,0,24.719769930444084,61.5,11.111111111111112,8-15,21-30,Not_High
26,Bachelor's,5,Education,Research Assistant,Large,Entry,20,88,45,Low,2,3,17,4,Low,0,0,1,2,0,11.627875869448904,66.5,10.000000000000002,4-7,21-30,Not_High
38,Bachelor's,8,Retail,Store Manager,Medium,Mid,39,73,79,Medium,5,10,22,22,Low,1,1,1,1,0,38.687132156233275,76.0,44.44444444444444,8-15,31-40,Not_High
59,Bachelor's,8,Education,Research Assistant,Large,Senior,81,3,54,Medium,5,12,54,5,Medium,1,2,1,2,1,60.1758962011771,28.5,46.666666666666664,8-15,51-60,Not_High
52,Bachelor's,10,Retail,Inventory Analyst,Medium,Entry,26,71,49,Medium,5,13,23,19,Medium,1,0,1,1,1,35.098983413590155,60.0,47.77777777777778,8-15,51-60,Not_High
46,Master's,4,Retail,Store Manager,Small,Senior,79,20,65,Medium,4,8,43,9,Medium,1,2,2,0,1,53.99077046548957,42.5,38.88888888888889,4-7,41-50,Not_High
37,Bachelor's,10,Logistics,Dispatcher,Small,Entry,58,53,31,Low,1,3,44,3,High,0,0,1,0,2,28.02166934189406,42.0,6.666666666666667,8-15,31-40,High
37,PhD,16,Logistics,Supply Chain Analyst,Large,Entry,57,50,64,Low,0,2,54,4,Medium,0,0,3,2,1,28.033039058319957,57.0,2.2222222222222223,15+,31-40,Not_High
23,Master's,2,Education,Research Assistant,Small,Mid,50,60,94,Low,1,1,36,8,Low,0,1,2,0,0,23.393525949705722,77.0,4.444444444444445,0-3,21-30,Not_High
30,Master's,4,Finance,Financial Analyst,Small,Entry,31,62,74,Low,2,2,23,7,Low,0,0,2,0,0,16.587078651685395,68.0,8.88888888888889,4-7,21-30,Not_High
51,Master's,12,Healthcare,Health Analyst,Medium,Mid,69,33,70,Low,2,5,66,8,Medium,0,1,2,1,1,39.97525414660246,51.5,12.222222222222223,8-15,51-60,Not_High
28,High School,7,Education,Teacher,Small,Entry,82,13,71,High,9,24,49,21,High,2,0,0,0,2,81.56902086677368,42.0,90.0,4-7,21-30,High
55,Master's,7,Logistics,Warehouse Manager,Large,Entry,83,5,90,Low,0,0,48,8,High,0,0,2,2,2,34.08574103798823,47.5,0.0,4-7,51-60,High
53,Master's,12,Manufacturing,Production Supervisor,Small,Senior,89,16,23,Medium,4,6,48,15,High,1,2,2,0,2,58.37145532370251,19.5,36.66666666666667,8-15,51-60,High
22,High School,1,Logistics,Warehouse Manager,Medium,Mid,89,14,86,Medium,4,11,76,10,High,1,1,0,1,2,66.23662386302836,50.0,42.22222222222222,0-3,21-30,High
43,Bachelor's,16,Retail,Sales Associate,Medium,Entry,77,35,29,Medium,4,10,35,24,High,1,0,1,1,2,51.14834135901552,32.0,41.111111111111114,15+,41-50,High
59,Master's,11,Healthcare,Medical Assistant,Medium,Entry,31,68,63,Low,1,3,30,8,Low,0,0,2,1,0,16.053370786516854,65.5,6.666666666666667,8-15,51-60,Not_High
34,Bachelor's,13,IT,Data Analyst,Small,Mid,58,49,57,Medium,2,14,40,11,Medium,1,1,1,0,1,41.898073836276076,53.0,38.888888888888886,8-15,31-40,Not_High
49,High School,6,Retail,Store Manager,Small,Senior,61,48,77,Low,1,5,45,5,Medium,0,2,0,0,1,29.195425361155703,62.5,8.88888888888889,4-7,41-50,Not_High
50,Master's,1,IT,Data Analyst,Medium,Mid,54,34,28,Medium,4,14,43,13,Medium,1,1,2,1,1,46.550294275013385,31.0,45.55555555555556,0-3,41-50,Not_High
48,High School,3,Education,Research Assistant,Small,Entry,17,93,45,Low,0,5,10,6,Low,0,0,0,0,0,3.768726591760299,69.0,5.555555555555555,0-3,41-50,Not_High
26,Bachelor's,0,Logistics,Dispatcher,Small,Mid,49,62,46,Low,1,0,31,8,Medium,0,1,1,0,1,21.691412520064205,54.0,3.3333333333333335,0-3,21-30,Not_High
40,Bachelor's,9,Healthcare,Medical Assistant,Medium,Entry,29,75,84,Low,0,2,26,7,Low,0,0,1,1,0,11.834537185660782,79.5,2.2222222222222223,8-15,31-40,Not_High
54,Master's,16,Education,Academic Coordinator,Small,Mid,51,54,46,Low,2,4,29,6,Low,0,1,2,0,0,24.22485286249331,50.0,11.111111111111112,15+,51-60,Not_High
40,Master's,13,Education,Research Assistant,Medium,Entry,73,13,27,Low,1,5,69,1,High,0,0,2,1,2,39.508426966292134,20.0,8.88888888888889,8-15,31-40,High
40,Master's,5,Retail,Inventory Analyst,Medium,Entry,16,91,20,Low,1,2,13,2,Low,0,0,2,1,0,6.813804173354734,55.5,5.555555555555556,4-7,31-40,Not_High
60,Bachelor's,11,Retail,Inventory Analyst,Medium,Entry,23,72,43,Low,0,1,21,4,Medium,0,0,1,1,1,8.644328517924023,57.5,1.1111111111111112,8-15,51-60,Not_High
52,Bachelor's,5,Finance,Financial Analyst,Medium,Mid,71,44,64,Medium,4,8,49,26,Medium,1,1,1,1,1,53.29521134296415,54.0,38.88888888888889,4-7,51-60,Not_High
34,Bachelor's,3,IT,ML Engineer,Large,Entry,51,38,90,Low,1,3,48,1,Medium,0,0,1,2,1,27.061931514178706,64.0,6.666666666666667,0-3,31-40,Not_High
40,Bachelor's,3,Retail,Inventory Analyst,Large,Entry,79,9,52,Medium,4,9,70,26,High,1,0,1,2,2,61.57504012841092,30.5,40.0,0-3,31-40,High
54,Bachelor's,3,Manufacturing,Production Supervisor,Medium,Mid,55,36,53,Low,1,0,41,2,High,0,1,1,1,2,26.286115569823437,44.5,3.3333333333333335,0-3,51-60,High
28,Bachelor's,7,Telecom,Support Specialist,Large,Entry,89,17,27,High,7,22,72,21,High,2,0,1,2,2,85.11302835741037,22.0,81.1111111111111,4-7,21-30,High
22,Bachelor's,1,IT,Data Analyst,Medium,Mid,80,5,41,High,5,27,47,65,High,2,1,1,1,2,70.41198501872658,23.0,80.0,0-3,21-30,High
50,Master's,8,Manufacturing,Production Supervisor,Medium,Entry,15,97,32,Low,1,1,12,3,Low,0,0,2,1,0,6.235286249331193,64.5,4.444444444444445,8-15,41-50,Not_High
30,Bachelor's,9,Healthcare,Medical Assistant,Medium,Entry,85,34,22,High,5,22,77,20,High,2,0,1,1,2,80.32704654895666,28.0,74.44444444444444,8-15,21-30,High
34,Bachelor's,10,IT,Software Engineer,Small,Senior,39,77,64,Low,0,4,33,7,Low,0,2,1,0,0,16.77701979668272,70.5,4.444444444444445,8-15,31-40,Not_High
40,High School,7,Telecom,Network Engineer,Small,Entry,53,53,52,Medium,4,11,46,8,High,1,0,0,0,2,47.09537185660781,52.5,42.22222222222222,4-7,31-40,High
35,Bachelor's,14,Education,Academic Coordinator,Small,Senior,37,64,39,Low,1,2,28,6,Low,0,2,1,0,0,17.27728731942215,51.5,5.555555555555556,8-15,31-40,Not_High
44,Bachelor's,2,Healthcare,Medical Assistant,Medium,Senior,61,38,21,Medium,3,10,33,13,Medium,1,2,1,1,1,43.32463884430177,29.5,37.77777777777778,0-3,41-50,Not_High
36,Master's,3,Telecom,Operations Analyst,Large,Mid,71,34,80,Medium,4,14,47,21,Medium,1,1,2,2,1,52.733413590155166,57.0,45.55555555555556,0-3,31-40,Not_High
36,High School,0,Healthcare,Health Analyst,Large,Mid,28,72,73,Low,0,4,27,0,Low,0,1,0,2,0,11.817817014446227,72.5,4.444444444444445,0-3,31-40,Not_High
43,Bachelor's,6,Logistics,Warehouse Manager,Medium,Mid,20,76,62,Low,1,0,9,2,Low,0,1,1,1,0,6.880684858212948,69.0,3.3333333333333335,4-7,41-50,Not_High
37,Bachelor's,3,Finance,Financial Analyst,Large,Entry,20,90,41,Low,0,5,11,6,Low,0,0,1,2,0,4.942482611021937,65.5,5.555555555555555,0-3,31-40,Not_High
44,Bachelor's,4,Logistics,Warehouse Manager,Small,Entry,78,43,42,Medium,2,6,47,22,High,1,0,1,0,2,49.816746923488495,42.5,30.0,4-7,41-50,High
38,Bachelor's,13,Retail,Inventory Analyst,Medium,Senior,85,20,20,High,5,21,50,38,High,2,2,1,1,2,72.74277688603532,20.0,73.33333333333334,8-15,31-40,High
31,PhD,10,Logistics,Warehouse Manager,Medium,Senior,24,81,20,Low,1,5,19,2,Low,0,2,3,1,0,10.880149812734082,50.5,8.88888888888889,8-15,31-40,Not_High
33,Bachelor's,9,Healthcare,Health Analyst,Medium,Entry,12,90,67,Low,2,3,5,2,Low,0,0,1,1,0,5.87613697164259,78.5,10.000000000000002,8-15,31-40,Not_High
37,High School,11,Healthcare,Medical Assistant,Large,Mid,94,9,82,Medium,5,11,78,23,High,1,1,0,2,2,70.78651685393258,45.5,45.55555555555556,8-15,31-40,High
49,Bachelor's,14,IT,Software Engineer,Large,Mid,46,55,78,Low,2,3,27,7,Low,0,1,1,2,0,22.174959871589085,66.5,10.000000000000002,8-15,41-50,Not_High
26,Bachelor's,5,IT,Data Analyst,Small,Mid,78,18,39,High,10,20,75,60,High,2,1,1,0,2,90.18191546281433,28.5,88.88888888888889,4-7,21-30,High
60,Bachelor's,5,Logistics,Warehouse Manager,Small,Entry,64,26,74,Medium,4,10,59,19,High,1,0,1,0,2,54.020866773675756,50.0,41.111111111111114,4-7,51-60,High
